453,963,470,551,832,590,485,131
188,58,212,123,247,544,508,269
329,898,351,1000,112,972,487,870
886,804,953,964,536,200,500,170
590,466,605,464,235,217,501,824
616,49,618,557,228,210,506,889
325,889,355,559,805,926,488,850
1019,52,539,869,249,434,498,259
327,908,337,997,126,964,489,867
1021,50,542,867,255,58,500,261
864,787,946,969,531,202,511,1004
182,48,222,138,253,554,502,263
623,60,621,554,227,213,509,894
348,550,371,1009,246,990,508,922
366,841,446,813,226,563,489,282
892,520,843,873,270,196,501,465
865,781,940,983,525,212,481,471
261,871,272,57,363,460,54,192
389,1005,428,982,852,983,87,790
877,910,983,511,518,855,67,802
918,522,981,24,519,838,71,100
879,501,891,572,359,153,91,487
912,299,885,897,436,382,73,237
1004,515,561,498,845,958,67,133
395,520,431,986,858,14,95,797
913,518,885,889,419,534,69,591
875,156,984,500,525,292,78,473
918,525,873,1012,91,13,90,255
866,301,883,831,439,376,79,851
980,103,573,557,781,997,29,43
863,516,918,831,824,876,113,448
931,575,992,51,562,878,114,85
862,502,995,829,567,253,115,796
933,569,845,48,393,552,116,83
429,113,403,531,796,956,97,297
419,55,440,571,187,34,115,798
431,939,429,555,99,1001,101,304
932,562,833,845,407,546,113,559
555,525,560,374,894,384,112,135
939,567,945,62,225,891,122,93
935,779,916,840,548,239,123,556
859,818,915,521,515,230,117,47
940,560,1007,57,573,892,125,90
416,958,439,448,92,1000,19,171
942,566,1005,50,513,870,118,183
436,967,393,941,778,1015,114,212
841,555,872,170,266,239,104,184
947,559,1008,35,546,890,98,68
846,292,863,801,414,382,102,799
845,557,861,476,409,571,100,171
294,1012,261,484,887,257,116,282
958,540,1012,965,551,888,102,212
972,480,970,18,98,895,103,226
846,1019,917,465,826,396,121,491
967,343,571,17,97,252,96,234
433,246,397,549,774,289,126,846
435,1013,398,972,780,792,122,317
951,491,1020,537,530,230,101,881
439,561,437,845,120,296,121,853
959,547,933,47,250,886,110,186
573,545,532,359,872,924,102,153
458,588,505,967,887,985,4,807
828,603,808,849,492,587,17,885
466,578,507,1020,771,904,0,835
961,601,794,216,376,157,26,207
462,983,477,820,49,907,121,812
463,983,476,811,48,901,120,800
828,607,815,430,491,585,22,190
459,413,458,42,31,223,30,310
475,610,497,37,774,1004,24,313
820,200,908,858,601,368,26,892
454,608,449,39,18,1006,19,315
963,609,1020,952,867,773,18,169
952,11,593,577,890,905,113,71
972,592,982,66,128,773,29,201
970,207,907,423,606,375,29,154
822,832,1008,422,607,248,26,208
977,589,914,95,576,796,0,35
989,881,1006,818,606,156,1,598
985,844,1005,589,636,154,11,770
990,883,1004,816,604,151,3,512
930,29,585,432,864,927,105,230
978,591,828,926,484,607,5,440
929,441,577,433,769,296,14,888
465,381,448,446,210,790,20,780
986,362,775,195,355,313,1,200
478,623,493,837,795,71,31,363
987,583,977,75,15,786,10,37
991,963,922,434,587,794,14,136
471,975,453,946,41,915,97,820
474,802,471,837,25,918,31,322
604,629,583,262,777,500,7,253
468,17,489,576,867,969,27,811
795,360,780,388,501,304,42,858
791,1017,928,392,625,800,52,418
923,925,636,336,862,344,32,915
64,1009,70,910,22,938,94,768
494,612,477,786,851,932,38,769
495,55,467,994,850,1020,33,770
795,636,932,886,630,815,54,853
480,341,496,864,249,822,62,354
75,1019,77,902,29,935,85,768
997,347,773,1009,452,270,57,910
785,235,943,387,634,339,57,863
485,576,480,387,62,975,59,236
1002,443,940,585,578,182,53,801
1004,624,1003,124,56,805,61,233
510,164,473,933,815,371,42,872
1005,629,822,244,340,177,54,230
904,597,580,404,550,978,32,998
1008,867,974,99,609,197,36,13
908,421,594,87,805,172,43,166
782,422,980,877,131,173,42,844
782,577,797,411,261,611,52,895
770,875,970,592,609,191,37,118
1015,619,1005,121,189,830,38,0
910,594,622,367,800,473,46,913
499,190,463,615,836,355,60,780
499,44,463,958,824,1007,61,781
775,328,790,858,466,285,42,811
496,631,450,612,839,1005,63,783
1021,585,789,105,267,619,60,9
496,1010,484,426,7,956,64,253
1023,98,962,106,622,102,46,8
501,49,457,1016,840,998,59,792
895,677,692,356,726,802,208,790
1020,254,836,916,657,440,210,949
264,784,283,1008,247,834,191,999
264,207,309,668,959,789,199,1015
1020,438,987,31,447,492,221,9
264,778,284,338,252,836,184,5
405,839,438,343,964,425,199,434
645,234,687,475,976,502,223,24
259,648,305,894,959,839,202,992
894,11,680,382,948,396,204,956
779,663,785,158,65,966,218,253
270,795,274,674,250,846,182,991
175,640,185,659,944,407,200,1016
780,656,774,130,216,965,221,9
783,659,999,129,291,642,222,253
1010,346,847,913,672,81,214,944
797,418,1020,776,317,503,192,723
278,419,262,918,15,989,200,404
798,416,1022,778,319,501,194,887
1006,909,812,903,643,84,195,952
287,774,269,868,225,854,169,1020
793,23,848,1020,666,428,198,657
993,321,806,691,911,76,198,360
795,653,1022,1010,316,669,199,656
264,664,289,806,985,803,218,921
285,913,286,1002,220,419,219,123
992,27,863,371,650,419,201,110
794,646,857,148,651,970,203,236
797,641,775,147,87,973,204,239
671,330,864,455,200,973,205,40
864,496,668,182,198,91,199,76
999,429,960,4,420,510,198,15
801,701,827,177,107,1000,240,214
297,403,310,854,63,1002,248,420
129,816,135,850,215,864,159,970
853,33,642,340,926,422,230,0
302,104,275,808,915,435,224,972
302,823,316,840,208,876,152,966
807,699,829,183,107,1006,246,217
806,698,828,168,108,1003,247,212
682,688,643,501,1023,780,241,55
980,691,818,953,98,992,249,922
291,640,275,199,996,782,250,475
289,109,284,807,924,444,239,963
977,45,873,959,700,405,255,903
814,947,786,648,642,103,244,174
815,695,821,179,96,999,254,54
685,689,644,503,1016,778,246,11
817,172,869,161,672,168,224,198
816,684,984,190,284,701,225,198
840,664,646,223,742,790,226,451
818,686,881,162,675,994,227,196
974,641,989,339,449,675,244,949
305,891,256,963,898,912,244,84
820,388,1001,45,397,478,239,59
970,354,775,937,938,105,231,904
960,394,999,35,387,464,225,50
305,395,302,838,39,1009,224,445
967,397,982,938,279,500,244,905
307,393,300,835,37,1002,226,446
311,688,308,844,249,427,248,980
311,815,292,972,200,884,128,990
755,145,739,346,1003,100,231,900
315,962,294,768,61,889,253,82
827,430,706,232,152,5,153,18
707,172,738,413,918,432,153,94
331,280,335,175,154,90,155,435
825,745,730,174,909,360,147,434
837,216,785,208,724,220,148,178
819,274,741,289,912,31,156,117
839,731,861,201,13,906,150,177
321,210,345,296,80,194,146,933
642,749,659,300,925,874,145,75
345,3,382,775,904,491,141,975
346,714,371,884,907,793,136,971
713,736,722,403,924,353,146,105
845,721,842,221,153,900,156,179
325,842,327,705,137,774,143,466
953,976,881,721,737,4,151,205
949,720,789,299,665,214,159,960
855,714,953,798,353,708,128,317
341,27,358,936,998,455,149,48
345,734,346,828,151,455,150,954
850,718,785,199,707,923,131,165
856,767,833,909,187,922,132,805
854,312,950,753,426,84,150,298
337,858,348,960,146,793,148,449
808,445,725,307,134,31,135,954
730,181,704,388,911,425,128,71
863,967,870,710,759,17,128,905
859,711,833,203,17,918,138,173
934,705,946,980,374,724,139,1000
338,745,343,315,137,842,145,95
343,888,360,858,1002,974,153,948
863,707,837,209,26,918,142,161
800,762,747,315,646,893,143,841
865,765,875,239,181,936,176,159
362,876,357,779,164,15,163,906
922,760,955,121,473,60,187,110
864,1021,860,764,716,41,186,224
375,318,361,137,188,124,189,405
367,172,339,866,981,806,216,908
871,763,804,242,758,938,182,145
875,101,802,910,744,478,180,737
917,734,897,1021,415,707,168,966
872,756,882,230,45,929,185,109
867,104,815,899,741,467,185,996
870,105,814,898,740,466,184,698
380,38,347,807,941,501,168,1002
876,241,824,226,765,245,189,155
879,755,872,225,187,934,190,145
795,799,708,729,977,908,170,237
909,872,817,995,736,945,165,964
880,748,874,224,53,953,161,142
379,728,377,159,170,854,171,387
377,55,324,820,946,488,183,903
371,907,382,1010,177,823,182,499
904,877,817,997,741,660,160,961
907,1000,841,994,742,49,166,963
896,1001,840,744,739,61,167,244
885,984,839,923,759,53,168,683
771,723,722,148,951,861,169,392
903,461,918,1002,343,436,168,969
890,742,864,234,48,938,171,140
893,737,830,243,748,948,172,138
892,736,886,236,168,949,173,121
883,740,919,923,341,756,174,685
368,53,328,447,960,477,187,41
648,562,663,248,926,76,857,517
141,563,109,153,684,614,849,227
648,975,693,197,67,537,838,118
254,855,286,735,63,148,839,66
133,792,184,779,276,796,852,882
132,280,131,778,848,77,853,897
135,283,111,791,683,266,854,881
130,902,194,159,279,575,852,1011
117,28,183,22,284,952,861,72
242,615,267,801,849,972,848,986
139,279,145,798,961,66,858,892
138,791,183,794,283,787,859,893
133,314,101,99,638,294,844,28
245,911,300,762,48,520,840,81
268,294,293,595,89,170,855,913
118,910,202,742,287,566,860,940
146,546,79,907,555,632,841,922
144,268,138,798,988,89,833,878
147,271,137,771,991,90,834,918
146,270,209,796,259,95,835,868
664,318,685,889,90,176,836,613
656,794,651,264,904,785,832,45
159,288,127,121,612,318,854,25
644,317,668,890,847,179,846,614
153,261,131,791,979,73,840,879
110,765,128,262,900,24,840,796
935,841,970,133,1010,304,891,905
928,847,950,839,530,660,833,937
646,223,652,963,852,16,919,529
584,259,581,746,870,112,868,725
640,745,672,768,50,731,869,738
646,214,700,216,919,588,916,103
713,267,712,727,859,673,857,210
631,94,587,710,118,68,959,897
714,725,715,265,859,210,857,675
564,780,515,316,858,1017,850,25
699,271,656,583,9,828,853,922
639,843,625,75,848,688,857,78
719,269,718,721,861,679,860,214
696,268,659,580,17,831,854,921
575,235,536,306,20,528,938,105
705,734,704,258,848,219,850,680
573,773,522,271,851,1008,859,16
572,232,539,305,104,575,928,106
699,239,665,542,111,34,935,109
654,835,670,236,108,645,939,636
800,214,828,711,862,574,851,927
689,728,657,817,3,746,852,721
169,735,131,706,970,676,844,49
687,710,651,815,29,897,842,719
677,733,658,528,951,1001,948,28
682,861,686,93,838,678,847,88
33,74,42,163,99,87,938,234
172,298,66,721,868,816,936,52
687,245,650,253,112,167,957,190
684,221,703,103,883,526,950,533
610,728,593,71,8,994,841,91
620,295,609,718,834,156,840,753
673,208,690,114,894,514,955,536
547,776,539,85,846,998,842,574
675,721,642,588,16,759,832,924
792,205,776,186,13,570,840,84
614,747,615,212,843,1000,839,85
678,849,675,82,842,126,845,84
602,647,627,924,2,693,963,881
868,673,881,62,113,923,816,34
536,663,540,44,823,927,819,41
536,45,553,662,111,40,822,912
733,810,732,41,817,5,822,47
594,874,613,346,831,927,820,127
721,37,735,628,987,212,990,125
592,914,625,354,231,597,977,115
528,806,543,162,829,912,820,35
529,668,535,163,828,927,816,34
530,701,543,340,819,642,817,39
210,676,226,697,945,735,823,74
603,34,636,361,96,606,820,120
872,676,875,62,824,543,829,36
720,339,715,863,795,118,979,842
532,33,549,666,99,36,826,925
711,147,747,610,19,94,987,17
582,900,615,334,241,579,967,101
522,677,519,332,808,666,809,63
517,666,574,698,104,678,976,994
524,641,527,190,801,898,814,63
700,382,701,674,814,724,812,165
705,53,739,612,29,88,974,109
713,672,749,841,123,999,812,683
512,822,516,178,813,896,804,51
688,370,689,686,802,728,803,171
514,655,513,176,815,908,803,49
588,149,619,321,24,591,976,103
580,869,636,50,809,897,813,601
693,682,692,374,807,175,806,732
518,649,512,379,804,900,815,47
198,688,246,685,71,715,966,94
569,14,522,693,76,11,789,946
836,162,856,170,39,240,1002,233
578,172,594,847,94,602,992,948
628,858,581,326,964,953,786,46
765,163,728,161,34,234,1007,29
626,11,597,378,73,631,797,81
835,165,853,173,32,247,1005,238
624,177,599,381,36,627,1004,92
759,169,723,514,43,102,995,977
752,160,714,174,993,570,994,235
575,372,562,669,785,7,784,674
846,166,855,170,45,315,992,21
565,2,518,697,64,7,793,959
571,371,565,667,790,201,796,985
247,375,7,646,537,353,799,918
842,168,860,170,41,225,996,22
615,863,592,341,778,938,769,74
614,834,599,340,982,939,768,60
234,360,176,667,354,51,1007,689
854,180,842,182,53,253,1016,10
556,673,557,158,769,930,782,31
547,363,557,669,773,209,772,961
99,703,83,203,60,330,1005,355
850,180,856,185,49,951,1020,255
544,687,550,349,769,930,777,9
657,654,656,338,771,137,770,760
227,879,198,661,154,895,778,123
557,684,530,671,79,929,778,971
105,70,95,179,54,913,999,364
552,682,532,665,73,935,780,696
229,22,216,356,910,1015,943,66
228,848,164,352,303,933,959,69
30,106,54,982,128,990,800,389
26,242,57,411,152,421,843,170
676,423,661,955,1011,207,805,856
31,925,63,769,92,923,804,785
30,234,41,790,132,529,814,776
24,225,9,629,989,384,852,1020
29,692,234,412,558,737,840,215
27,921,82,773,88,927,800,789
20,402,19,777,802,217,815,772
21,403,18,776,803,197,814,768
16,1013,37,792,138,771,800,774
23,917,94,777,84,924,812,798
23,899,89,401,408,904,833,180
23,407,58,790,141,220,810,769
20,404,57,789,142,194,809,775
21,600,63,797,143,850,808,770
13,244,29,608,968,448,833,1001
13,395,10,784,827,221,822,797
692,120,645,929,1003,214,824,836
15,393,34,776,147,845,820,794
690,173,658,947,569,888,862,839
14,904,20,396,965,781,859,220
10,904,42,788,73,896,817,778
11,444,12,789,829,199,816,775
4,386,47,771,152,212,831,785
2,904,76,388,397,925,852,161
1,94,34,447,156,402,813,218
6,139,36,626,395,812,854,999
2,797,51,971,156,790,822,410
1,391,6,796,823,204,826,788
3,625,251,633,747,837,818,799
4,129,32,118,64,858,824,211
60,206,13,818,160,565,778,809
645,75,694,630,987,229,779,887
62,989,13,816,162,811,776,814
62,165,197,580,726,838,779,800
62,446,19,831,164,245,771,813
62,187,26,76,122,864,770,244
60,444,61,807,780,234,769,815
61,953,27,805,120,945,768,827
654,66,703,909,984,236,770,894
52,185,22,576,441,798,877,981
49,933,22,439,446,942,871,146
48,216,19,433,178,399,865,158
55,223,32,438,1020,392,870,253
842,671,843,690,798,1006,788,908
52,436,53,815,772,255,777,807
53,814,0,820,175,805,773,802
42,426,43,817,794,252,791,828
47,91,7,999,177,977,785,436
41,124,31,424,180,551,773,142
41,425,4,808,179,255,788,831
40,404,221,805,719,445,787,803
46,922,110,426,498,879,786,143
44,428,7,813,182,872,785,826
659,93,668,614,183,244,797,879
36,934,109,826,103,942,799,804
671,128,703,926,532,853,883,875
32,212,2,808,186,445,784,819
33,620,11,809,187,870,796,817
32,210,4,814,188,443,790,821
33,931,1,831,98,938,794,808
37,945,2,419,426,954,890,134
36,215,25,421,847,819,878,131
91,4,120,479,198,456,887,128
743,15,753,1004,253,725,886,791
95,988,67,554,919,858,780,837
741,41,744,998,820,135,873,789
95,1003,31,481,387,798,867,254
89,171,125,855,197,450,879,841
90,476,119,861,198,792,865,842
92,180,75,477,919,483,781,139
83,985,116,469,476,972,780,240
85,467,126,850,201,152,878,837
813,760,812,725,889,905,883,1002
751,33,732,540,946,143,865,797
87,175,106,470,828,832,797,247
87,979,113,847,18,981,874,863
82,537,126,860,206,787,873,836
83,944,96,861,207,835,869,838
76,190,125,834,208,581,890,860
75,942,126,835,209,861,891,856
73,1021,9,503,386,776,786,232
78,572,102,564,804,776,895,850
79,56,101,474,212,781,894,146
75,852,122,898,213,856,895,467
76,184,110,836,214,465,892,858
76,180,113,461,807,862,774,236
766,50,755,1003,802,156,882,782
67,967,101,859,6,974,894,844
65,25,98,448,220,477,877,155
65,181,118,841,219,590,881,850
71,750,176,454,628,699,786,144
71,857,114,847,221,849,887,852
64,52,105,904,222,157,884,475
69,453,110,836,223,769,888,854
122,1022,53,866,63,1014,839,892
122,34,76,507,231,628,854,160
126,565,82,880,226,831,837,879
127,505,84,888,227,175,836,879
126,1018,49,870,59,1020,835,886
121,868,74,894,229,872,847,879
769,724,768,761,862,933,863,967
123,867,72,885,231,875,845,878
114,498,115,873,834,185,847,868
114,558,52,500,430,173,835,168
112,449,113,872,832,186,845,890
780,729,781,756,851,936,850,971
119,1021,80,497,504,1000,801,212
119,876,66,886,237,864,839,871
116,462,135,895,661,487,841,889
713,458,760,988,926,162,840,821
984,143,969,543,190,59,812,848
163,566,164,531,454,516,788,960
229,60,232,488,798,894,793,804
163,221,223,107,733,704,793,503
600,172,653,794,735,559,798,960
991,59,988,984,793,892,798,803
85,545,54,55,488,800,794,983
603,175,654,793,732,554,797,972
664,60,666,559,788,916,787,193
92,486,59,61,487,185,789,39
595,162,652,788,721,220,784,657
977,58,978,968,791,881,784,813
179,210,208,100,722,719,790,832
88,227,66,60,483,836,785,31
668,47,660,105,169,135,785,919
603,163,649,480,732,248,793,140
974,823,980,557,300,706,736,723
941,345,888,751,810,988,747,565
870,467,872,405,341,376,749,486
422,980,451,450,29,725,751,481
421,282,443,961,30,700,744,600
869,449,871,978,745,622,750,325
418,280,441,902,28,693,746,602
418,293,440,453,25,702,747,487
932,336,894,742,803,302,738,572
429,279,438,905,19,689,741,597
544,452,547,551,742,646,737,732
930,339,882,741,800,976,737,864
928,340,885,738,807,983,742,567
963,460,988,574,737,329,742,731
877,342,842,59,803,979,740,408
549,462,550,572,739,642,740,729
433,270,431,981,10,675,764,588
441,337,454,558,38,815,756,10
958,330,868,764,825,306,760,575
260,477,265,9,767,666,760,709
439,266,427,469,10,685,760,564
432,962,469,468,11,707,761,496
435,961,470,471,8,704,762,503
955,335,865,761,828,305,765,556
945,320,865,758,819,965,754,883
329,311,309,385,823,810,755,31
447,260,421,475,4,675,758,507
969,1017,985,503,823,930,753,835
895,324,856,41,817,967,758,394
945,325,875,755,822,258,759,561
19,304,48,477,39,757,756,665
977,808,971,562,307,733,767,717
387,318,415,481,62,665,716,513
388,319,414,480,63,664,717,452
391,7,480,486,60,354,718,508
909,597,852,793,776,786,713,3
391,1011,484,485,58,754,712,516
402,1012,489,463,37,715,300,281
395,790,377,506,787,834,261,904
400,789,376,61,787,832,260,374
389,30,351,397,620,565,300,904
388,311,406,493,55,750,266,852
414,399,502,325,100,480,291,962
706,275,729,490,96,964,291,761
710,480,716,831,816,625,318,257
410,684,488,55,3,789,260,353
406,304,401,490,48,745,269,460
710,278,733,507,100,962,295,764
411,999,493,606,100,271,296,740
393,766,503,425,466,805,305,53
408,508,415,745,312,920,319,594
409,509,414,744,313,918,318,595
387,348,409,46,718,929,716,264
410,686,431,692,671,696,309,703
409,676,428,690,668,703,310,698
399,684,510,431,468,699,311,49
722,778,734,807,640,635,318,269
385,295,390,509,39,766,282,476
397,776,357,32,789,861,281,374
396,698,510,33,21,771,274,362
388,409,480,333,113,505,309,34
396,778,349,453,801,11,297,750
401,677,418,703,660,692,318,691
402,9,328,410,635,545,315,926
503,882,287,90,884,807,355,268
496,79,474,429,747,263,321,664
683,379,675,402,970,122,330,656
497,299,507,649,323,64,699,256
874,671,882,709,306,894,333,536
509,734,396,477,422,716,325,67
877,72,849,91,572,258,326,263
491,93,476,942,756,262,321,371
511,350,409,87,77,865,322,370
675,891,687,854,642,522,340,380
498,495,406,293,7,409,323,83
486,341,500,399,85,652,360,824
677,373,685,412,964,116,324,671
679,663,687,890,816,857,333,374
502,345,296,396,966,672,327,430
504,300,482,85,693,986,695,372
508,269,396,958,18,406,686,260
509,75,458,952,666,272,332,357
490,713,411,458,433,731,338,86
697,865,693,844,747,528,341,376
895,90,835,73,557,272,340,277
484,900,409,447,85,699,348,643
494,499,394,294,27,400,351,72
495,709,459,313,765,731,343,80
501,714,452,310,754,724,344,973
481,334,319,494,990,695,336,441
482,656,488,306,674,281,346,95
495,510,391,308,21,392,338,947
484,875,316,402,843,105,328,120
498,719,449,546,759,721,349,724
497,709,452,735,756,724,350,723
884,262,839,116,558,869,673,273
471,850,319,122,847,775,323,305
473,452,445,270,44,427,360,120
464,266,474,680,354,103,666,289
